OrderID,CustomerID,OrderDateTime,TotalAmount
948,179,"2024-10-11 09:05:56",1385
949,260,"2024-10-28 08:27:56",782
951,54,"2024-11-07 13:24:56",1207
952,17,"2024-10-30 22:41:56",1342
953,203,"2024-10-15 06:47:56",724
954,73,"2024-10-07 17:35:56",1018
955,248,"2024-10-06 00:36:56",541
956,162,"2024-11-13 23:28:56",757
957,43,"2024-11-07 00:48:56",1255
959,55,"2024-11-07 08:04:56",1421
961,248,"2024-11-14 23:50:56",1240
962,83,"2024-10-13 18:54:56",1396
964,196,"2024-10-12 02:19:56",1025
965,268,"2024-10-06 23:38:56",782
967,102,"2024-11-08 23:38:56",627
968,14,"2024-11-20 23:23:56",1286
969,214,"2024-10-12 00:56:56",1278
970,103,"2024-11-18 03:15:56",731
971,38,"2024-11-22 20:38:56",1137
974,280,"2024-10-21 08:33:56",884
975,58,"2024-11-16 00:01:56",1197
979,205,"2024-10-12 05:30:56",963
980,259,"2024-11-09 07:42:56",1131
982,296,"2024-11-21 18:45:56",1178
983,194,"2024-10-14 12:48:56",768
984,85,"2024-10-09 20:04:56",1327
985,35,"2024-11-18 08:17:56",1169
986,255,"2024-11-20 19:47:56",745
987,27,"2024-09-27 19:54:56",779
988,15,"2024-11-03 12:46:56",904
989,287,"2024-10-19 03:04:56",779
992,57,"2024-10-11 21:01:56",807
994,137,"2024-10-31 22:13:56",581
996,175,"2024-11-21 00:31:56",706
998,217,"2024-10-17 23:22:56",1488
1002,109,"2024-10-01 23:19:56",1183
1003,210,"2024-11-08 00:30:56",1296
1004,128,"2024-11-13 08:05:56",695
1005,197,"2024-11-08 23:49:56",688
1006,164,"2024-10-04 04:20:56",957
1010,150,"2024-10-26 23:30:56",910
1011,14,"2024-11-07 06:10:56",524
1012,140,"2024-11-04 20:06:56",1500
1014,277,"2024-11-10 20:08:56",1423
1016,251,"2024-11-17 14:18:56",1177
1018,273,"2024-10-02 11:23:56",684
1020,128,"2024-10-09 08:16:56",770
1021,266,"2024-10-22 18:21:56",1406
1022,71,"2024-10-03 01:29:56",1364
1026,162,"2024-10-29 11:10:56",714
1027,147,"2024-10-29 19:20:56",828
1028,78,"2024-09-27 12:44:56",543
1030,93,"2024-10-29 14:47:56",1302
1033,56,"2024-11-18 06:41:56",791
1035,113,"2024-10-15 13:16:56",1278
1036,240,"2024-10-31 16:39:56",1257
1037,81,"2024-10-25 12:53:56",1269
1038,97,"2024-10-12 10:36:56",1074
1039,11,"2024-10-28 08:56:56",640
1040,27,"2024-10-15 19:11:56",871
1041,174,"2024-10-11 23:56:56",707
1042,110,"2024-10-13 07:04:56",838
1043,177,"2024-10-11 01:56:56",702
1046,109,"2024-10-25 03:54:56",554
1047,56,"2024-11-02 15:44:56",520
1048,179,"2024-09-30 05:10:56",696
1050,219,"2024-11-18 15:27:56",1200
1051,235,"2024-10-22 01:03:56",646
1053,224,"2024-09-28 06:06:56",580
1055,246,"2024-09-30 18:00:56",641
1056,31,"2024-10-11 18:22:56",654
1057,16,"2024-10-14 12:18:56",680
1058,172,"2024-11-04 08:07:56",1223
1059,64,"2024-10-14 11:49:56",1012
1063,148,"2024-10-25 04:50:56",713
1064,117,"2024-10-06 20:36:56",1053
1065,280,"2024-10-24 03:53:56",977
1066,293,"2024-11-04 15:02:56",1208
1068,265,"2024-11-03 10:11:56",1089
1069,7,"2024-11-04 22:21:56",1121
1070,122,"2024-10-21 17:19:56",933
1071,145,"2024-09-30 12:21:56",1385
1072,48,"2024-11-13 00:06:56",1142
1073,219,"2024-11-02 07:43:56",1495
1074,120,"2024-10-21 01:28:56",604
1075,52,"2024-10-21 23:37:56",562
1076,293,"2024-11-23 11:19:56",1034
1077,289,"2024-10-22 15:21:56",852
1078,207,"2024-09-29 05:59:56",771
1080,154,"2024-10-19 06:53:56",1224
1081,38,"2024-11-18 19:36:56",680
1082,9,"2024-10-07 09:54:56",742
1083,72,"2024-10-31 05:49:56",1306
1084,45,"2024-11-08 19:31:56",1342
1085,39,"2024-10-28 08:21:56",605
1087,15,"2024-11-07 10:27:56",1441
1092,144,"2024-10-11 16:07:56",1420
1093,144,"2024-10-27 17:37:56",645
1096,109,"2024-10-10 04:54:56",1144
1098,83,"2024-11-08 16:52:56",1335
1099,65,"2024-11-16 16:06:56",1481
1100,270,"2024-10-19 08:48:56",961
1101,10,"2024-11-20 19:41:56",772
1102,131,"2024-10-02 11:45:56",1266
1103,93,"2024-11-22 22:51:56",1489
1106,25,"2024-10-18 10:46:56",796
1107,233,"2024-11-10 04:33:56",1180
1109,17,"2024-10-15 01:23:56",1201
1110,100,"2024-10-12 15:00:56",1193
1111,134,"2024-11-12 21:34:56",1466
1112,179,"2024-11-07 20:57:56",1316
1114,293,"2024-11-07 11:04:56",990
1116,103,"2024-10-13 03:14:56",1263
1117,58,"2024-11-02 02:29:56",1240
1118,90,"2024-10-20 02:27:56",530
1119,244,"2024-10-10 23:10:56",1363
1123,44,"2024-10-17 05:48:56",916
1124,169,"2024-11-07 10:50:56",1444
1125,126,"2024-10-13 22:41:56",864
1127,54,"2024-10-04 06:52:56",1443
1128,145,"2024-10-03 05:28:56",1078
1130,196,"2024-09-28 20:41:56",1402
1132,263,"2024-11-17 22:47:56",607
1133,198,"2024-11-20 09:22:56",1418
1134,189,"2024-11-04 07:54:56",1270
1135,31,"2024-11-11 17:18:56",530
1136,275,"2024-11-17 05:19:56",522
1140,281,"2024-10-18 08:15:56",599
1142,137,"2024-11-19 01:50:56",678
1143,35,"2024-10-08 08:00:56",574
1144,223,"2024-09-29 02:41:56",755
1145,300,"2024-11-18 13:20:56",582
1146,175,"2024-11-09 12:38:56",1401
1147,10,"2024-10-21 00:25:56",665
1148,259,"2024-10-15 04:01:56",1292
1151,290,"2024-10-13 02:57:56",533
1154,109,"2024-11-02 19:12:56",1319
1155,86,"2024-11-03 16:40:56",1328
1157,102,"2024-10-06 13:33:56",889
1159,174,"2024-10-29 00:26:56",1134
1161,118,"2024-11-02 09:48:56",1065
1162,198,"2024-10-14 02:08:56",895
1165,20,"2024-11-07 22:28:56",1347
1166,62,"2024-11-23 16:29:56",1135
1167,99,"2024-11-02 02:12:56",1113
1171,252,"2024-10-16 05:53:56",1337
1172,68,"2024-10-08 16:56:56",1404
1173,197,"2024-11-06 07:00:56",970
1174,107,"2024-10-09 08:13:56",664
1176,5,"2024-10-27 13:38:56",1244
1177,117,"2024-11-11 09:51:56",654
1180,43,"2024-10-30 09:37:56",942
1181,208,"2024-10-02 15:47:56",1099
1182,124,"2024-11-10 19:50:56",1102
1184,298,"2024-11-18 12:12:56",829
1185,191,"2024-10-04 20:29:56",769
1188,80,"2024-11-10 03:49:56",649
1189,152,"2024-11-19 02:11:56",1489
1190,280,"2024-10-12 00:07:56",1212
1191,90,"2024-10-12 09:13:56",1021
1192,18,"2024-10-09 01:19:56",636
1193,288,"2024-10-31 22:48:56",1151
1197,130,"2024-10-31 00:53:56",682
1199,206,"2024-10-13 14:44:56",1172
1201,61,"2024-11-08 09:12:56",1488
1202,268,"2024-09-26 19:06:56",598
1204,144,"2024-10-06 14:12:56",1387
1208,276,"2024-10-26 10:51:56",1303
1209,65,"2024-09-26 17:58:56",1160
1210,245,"2024-11-14 03:41:56",1170
1211,255,"2024-10-09 15:48:56",1130
1214,18,"2024-09-27 07:27:56",634
1216,49,"2024-11-14 16:51:56",905
1217,159,"2024-10-27 03:21:56",1292
1218,223,"2024-10-07 11:59:56",991
1219,248,"2024-10-03 20:32:56",675
1220,140,"2024-11-17 14:45:56",1488
1221,93,"2024-11-13 05:34:56",1076
1223,90,"2024-10-24 15:19:56",1377
1224,105,"2024-11-20 23:36:56",998
1225,208,"2024-11-13 18:59:56",1399
1226,123,"2024-09-30 22:25:56",917
1227,249,"2024-11-21 11:49:56",950
1229,192,"2024-11-05 12:16:56",1216
1230,39,"2024-11-13 19:12:56",920
1231,153,"2024-10-21 17:47:56",1416
1232,247,"2024-11-24 04:08:56",847
1233,228,"2024-11-22 23:58:56",892
1234,194,"2024-11-15 06:29:56",611
1236,260,"2024-09-28 23:32:56",630
1238,113,"2024-10-15 13:42:56",1335
1242,150,"2024-11-01 03:12:56",1184
1243,127,"2024-10-28 10:58:56",919
1244,167,"2024-09-30 23:15:56",820
1245,255,"2024-10-08 12:48:56",1155
1246,10,"2024-10-08 13:51:56",1001
1247,31,"2024-11-08 03:34:56",1353
1249,179,"2024-11-21 11:02:56",1353
1250,203,"2024-10-24 17:12:56",909
1252,154,"2024-11-04 20:38:56",907
1253,245,"2024-11-15 15:26:56",1164
1254,253,"2024-09-30 17:28:56",838
1255,84,"2024-11-18 17:23:56",916
1256,296,"2024-10-21 05:47:56",1376
1259,101,"2024-10-07 11:43:56",1126
1260,206,"2024-10-21 02:22:56",1316
1261,253,"2024-11-08 01:20:56",870
1262,92,"2024-11-18 05:15:56",1237
1263,51,"2024-10-19 20:27:56",1100
1264,152,"2024-10-05 17:21:56",1014
1265,27,"2024-11-21 19:07:56",1033
1267,187,"2024-11-02 08:41:56",894
1270,218,"2024-11-24 06:08:56",574
1271,237,"2024-11-22 16:00:56",1037
1272,208,"2024-10-22 13:41:56",1060
1273,288,"2024-11-05 04:53:56",982
1274,111,"2024-10-11 05:15:56",991
1275,127,"2024-11-01 12:04:56",924
1279,298,"2024-11-12 00:35:56",1078
1280,82,"2024-09-30 15:25:56",1369
1282,44,"2024-10-21 01:44:56",782
1284,225,"2024-10-19 16:28:56",1042
1287,58,"2024-10-01 21:17:56",923
1288,299,"2024-10-14 10:41:56",570
1289,183,"2024-10-06 11:19:56",1398
1290,35,"2024-10-08 06:45:56",715
1291,115,"2024-10-26 14:47:56",1059
1292,293,"2024-11-17 00:51:56",1431
1293,234,"2024-11-15 18:11:56",936
1295,209,"2024-11-19 15:25:56",922
1296,43,"2024-11-17 20:33:56",926
1297,89,"2024-11-01 07:30:56",1424
1298,233,"2024-11-13 01:11:56",1013
1299,253,"2024-10-04 16:13:56",1025
1301,209,"2024-10-13 13:31:56",814
1304,111,"2024-10-21 15:39:56",854
1305,77,"2024-10-30 16:02:56",504
1306,80,"2024-11-12 07:59:56",1332
1307,163,"2024-11-08 09:06:56",804
1310,21,"2024-10-11 02:11:56",719
1311,32,"2024-10-29 08:11:56",1480
1312,249,"2024-10-18 01:59:56",1424
1313,186,"2024-11-21 01:05:56",1072
1314,32,"2024-10-18 18:49:56",1428
1315,9,"2024-11-01 17:03:56",1451
1317,221,"2024-10-26 01:50:56",1051
1318,127,"2024-11-12 16:53:56",1455
1321,72,"2024-11-20 03:46:56",1425
1322,63,"2024-10-09 14:32:56",1093
1324,165,"2024-10-28 21:32:56",1142
1326,4,"2024-10-06 19:21:56",760
1327,270,"2024-10-13 12:29:56",1092
1329,102,"2024-10-29 15:21:56",1175
1330,183,"2024-11-24 11:01:56",1123
1332,252,"2024-09-28 01:48:56",1292
1333,285,"2024-10-31 12:46:56",830
1335,151,"2024-11-19 10:56:56",937
1337,143,"2024-09-30 13:32:56",1481
1339,244,"2024-10-19 02:41:56",976
1341,176,"2024-10-07 05:13:56",693
1342,225,"2024-10-04 17:58:56",751
1343,111,"2024-10-13 14:47:56",1348
1344,42,"2024-11-20 03:06:56",788
1345,291,"2024-10-01 06:07:56",525
1347,139,"2024-10-25 02:59:56",1390
1349,74,"2024-10-15 05:56:56",914
1350,85,"2024-11-19 23:42:56",634
1351,27,"2024-10-06 05:57:56",1483
1353,41,"2024-10-29 18:13:56",670
1354,105,"2024-11-13 16:15:56",622
1355,231,"2024-10-09 04:56:56",1333
1357,286,"2024-09-29 05:35:56",1044
1358,86,"2024-11-24 09:42:56",1357
1359,254,"2024-11-16 05:59:56",1062
1360,169,"2024-11-21 17:39:56",1482
1361,271,"2024-10-31 06:40:56",1363
1363,232,"2024-10-04 04:27:56",886
1364,80,"2024-11-05 09:48:56",613
1365,178,"2024-11-19 11:13:56",1352
1366,101,"2024-10-27 02:54:56",501
1367,4,"2024-11-03 05:43:56",1281
1369,130,"2024-10-05 06:36:56",627
1373,220,"2024-10-03 12:40:56",654
1376,220,"2024-11-19 05:12:56",632
1380,254,"2024-10-28 10:26:56",796
1381,1,"2024-10-06 00:28:56",1344
1382,165,"2024-10-02 17:02:56",1083
1383,77,"2024-10-22 18:55:56",579
1384,172,"2024-10-03 04:24:56",619
1385,110,"2024-11-18 15:27:56",1434
1386,170,"2024-11-09 01:07:56",768
1387,33,"2024-10-01 21:00:56",1391
1388,108,"2024-11-03 15:15:56",641
1389,71,"2024-11-17 16:23:56",563
1391,245,"2024-10-09 17:01:56",1275
1392,172,"2024-10-03 05:40:56",1053
1394,96,"2024-10-07 19:01:56",660
1395,181,"2024-11-08 10:06:56",1381
1397,14,"2024-11-09 18:14:56",1153
1400,126,"2024-11-11 23:50:56",995
1401,19,"2024-10-07 21:04:56",1265
1405,299,"2024-10-03 14:32:56",1314
1407,158,"2024-10-19 08:55:56",597
1408,95,"2024-11-20 07:04:56",1136
1413,103,"2024-10-02 17:30:56",814
1414,12,"2024-10-05 22:49:56",744
1415,119,"2024-10-22 12:49:56",669
1416,209,"2024-10-27 13:59:56",1185
1417,37,"2024-10-26 20:09:56",580
1418,90,"2024-10-04 20:00:56",1120
1419,38,"2024-10-10 21:20:56",723
1420,41,"2024-10-24 04:01:56",1065
1421,132,"2024-10-13 00:14:56",1477
1423,86,"2024-10-09 01:51:56",1358
1424,12,"2024-10-05 06:34:56",1444
1425,97,"2024-10-09 22:01:56",779
1429,292,"2024-11-19 02:19:56",1205
1430,224,"2024-10-08 13:50:56",1050
1433,95,"2024-11-13 23:12:56",892
1434,15,"2024-11-08 17:19:56",1112
